reviewText,overall
Great convenience for someone who needs to order from home and cannot drive.,5.0
Great gift card worked perfectly.,5.0
Worked great and had no problems using it.,5.0
"The waitress at the P.F. Chang's in Salt Lake City acted as though this card was the most absurd thing she had ever came across in her career. After explaining how the card number and pin work a few different times, she finally got the picture and the card ran with no issues whatsoever :) that being said, STAY AWAY from SLC P.F. Chang's, spend your money elsewhere :)",5.0
works as intended,5.0
Worked perfectly. P.F. Chang's is soooo good and I love the environment there.,5.0
Delivered in 5 minutes and there were no problems! I would buy this again,5.0
What a pleasant change ftom our neighborhood buffet- great quality and true Asian flavors.,5.0
FAST AND EFFICIENT,5.0
Great gift and it's easy to redeem on Panera Bread website and place orders online.,5.0
arrived within 5 min,5.0
great product from a great seller,5.0
It worked as advertised. I got the email immediately after purchase and used it at Panera the next day without issue.,5.0
No problems,3.0
great for online ordering,5.0
"Really liked that it was delivered FAST via email... Will definitely order again, especially since there is no delivery charge Will use again in the future",5.0
Good,5.0
Email delivery can't beat that.,5.0
Great bread and soups,5.0
Always great when you don't have to pay money,5.0
Healthy food choices,5.0
good food,5.0
Great,5.0
grandson will love this,5.0
"Love Wendy's, but I bought this as a gift and will not be using it myself.",5.0
works great,5.0
great gift,5.0
Handy and convenient,4.0
Gift Card Worked.,5.0
Fast shipping!!! Great Gift!!!,5.0
great,5.0
fooood,5.0
Works just as described. Would order again.,5.0
"This was my first food gift card.....This is what started my desire to continue purchasing them. After doing the many focus and surveys online they pay you in a Amazon Gift Code..How easy it is to find the many food locations many people enjoy..I now have started getting them,saving them to give out for ,any occasion . very fast delivery",5.0
"Simple to use, no need to worry about cash, great gift idea and does the job for anyone that is hard to buy for.",5.0
Great item!,5.0
Teenagers love Wendys,5.0
worked,5.0
"Love the Frostys, a drink, and dessert!",5.0
kids were thrilled.,5.0
good,5.0
Like the salads at Wendy's and an occasional bowl of chili.  This card comes in handy when I am cash poor.,5.0
GREAT,5.0
Love it,5.0
Great purchase,5.0
Handy as gifts!!!,5.0
bought for christmas gifts,4.0
"I love Wendy's, but the closets one, to me, is at Gulfgate, which is less than 3 miles.  That store does not honor the gift
cards.  The store says their machine is broke, it has been broken for over 3 months.",5.0
"Great for a quick gift for a party.  Everyone might not love Wendy's, but few people will refuse to eat there...and everyone eats, so it's not like they won't use it!",5.0
Just what I wanted,5.0
fast delivery and card worked,5.0
I pick these up for ourselves or for a unexpected gift . Everyone seems to enjoy Wendy's for a nice surprise pick me up gift.,5.0
Great for gift,5.0
"Perfect for people whos taste you are not quite sure of, they give you a few to choose from. Better value than a card for just 1 restaurant.",5.0
It is a gift card it is fine!,5.0
loved it,5.0
:) great gift,5.0
The worst place to eat food. It should earn 0 star if the system allows. The food there was too sour and customers were forced to give Olive Garden more than 20% of bill as tip for the minimum requirement. They overcharge customers and treat people bad.,1.0
I like to buy these gift cards to take my grand daughters to eat. they love it,5.0
I like it,5.0
Nice gift for family members and friends who like Olive Garden.  This forces them to go out and have a good time.  And maybe they will take you with them!  I bought Olive Garden gift card for a family member today.,5.0
"Gave this to my Mom for a Christmas gift, and she loves it. Why got to the store to buy it, when I can have it delivered?",5.0
good,5.0
as advertised!,5.0
Good gift. fast delivery.,5.0
"Great for us and relatives on our Christmas list.  We used the $15 one right away on soup, salad, and breadsticks.  That is about all we like from Olive Garden.",4.0
"We love Olive Garden.  Food is great and they have a kid's menu that my kids really enjoy.

Obviously gift cards are primarily for gift giving, so that is really the only time you should pay full price for a gift card.  When you are buying a gift card for yourself, it is really pointless unless you are getting a decent percentage off.  We bought this gift card for ourselves when it was 20% off as a Lightning Deal around Christmas time which is a great price.  Best bet is to keep an eye on the Lightning Deals for gift cards and see if you can snag a good deal.",5.0
Great gift,5.0
they are gift cards,5.0
"I ordered a bunch of gift cards and when the people went to use them, they found they didn't have anything on them. I gave my father in law some cards and other members of my family as Christmas presents!  You guys need to have some kind of double check process to make sure these cards have the value on them that they're suppose to!!!",2.0
Great,5.0
love getting 5% back buying giftcards when I use my amazon card!!,5.0
gift,5.0
great,5.0
"This card made a great Christmas gift for my sister-in-law, who is very hard to choose for.",5.0
Does what a gift card should :),5.0
we both love Olive garden,5.0
great gifts,5.0
"Yes, it arrived quickly and worked perfectly. Very pleased.",5.0
great place to eat Italian,5.0
good,4.0
Christmas Gift,5.0
"It is great that you can purchase without ""shopping""",5.0
"Works like any other gift card. Got it, it worked.",5.0
"Easiest way to buy gift cards.  Fast delivery, never had a problem.",5.0
"Good buy, worked as expected.",5.0
"I'm so glad I got this gift card, cause they were gifts, and the recipient loved it.",5.0
great,5.0
Great Gift idea!,5.0
"If you know someone who like Olive Garden, this is a fun gift to give them.  It makes them treat themselves and splurge a little bit.  And maybe they will take you with them when they go to Olive Garden.",5.0
Great guft,5.0
Who doesn't want a gift card! Works like Money,5.0
A great gift idea!,5.0
Ok,5.0
Gift,5.0
Grandma love it,5.0
great,5.0
all good,5.0
Works just fine,5.0
great product from a great seller,5.0
Works just as it should. Would order again.,5.0
Good,5.0
A good gift card and good food!,5.0
Love it.,5.0
Always a Great gift for any occasion,5.0
Everything worked out great. I Ordered 2 of these gift cards and they worked without any problem.,5.0
good food!!,5.0
Always a great present.,5.0
Good,5.0
Gift,5.0
gifts,5.0
Outstanding,5.0
Happy daughter,5.0
"Delivered as expected, no complaints!",5.0
Great product with fast delivery,5.0
Its a gift card.,5.0
Arrived 4 days early...all good.,5.0
"Great service, always arrives perfect!",5.0
"We love Olive Garden, and I particularly love Olive Garden for lunch during the work week.  One reason I really love the gift card is that I can use it to pay for both myself and my dining friend better than using cash.  When I am paying with cash, several of my friends argue about it and insist on paying.  Sometimes, I want to pay, and I don't want them feeling guilty or fighting over who is paying.  When you have a gift card, you can just say, ""Let me pay.  I have this gift card.""  They never turn down the offer.

Now, about the restaurant.  I love nearly all the menu items, but I really REALLLLY love the Zuppa Toscana, so I usually get the unlimited soup, salad & breadsticks lunch special for $6.99.  Lunch is served fast and I always can get in and out in under an hour.  They always let me take the rest with me, even happy to provide more soup, salad and breadsticks and box it up, so, since I'm single, that's dinner.  Always great service, and let's not forget the after dinner mints.  YUM!",5.0
"Olive Garden overcharged their customers for worst food they made. Upon arrival at a local Olive Garden branch in October 2014, my friends and I saw only a few customers sit there so we should be assigned a seat quickly. There were several welcoming representatives just talking to each other and one told us that we had to wait at least 20 minutes to get seated.

After the dirty and sour meal, we were overcharged and were forced to pay 20% service fee as tips. If it's a good meal and service, we might pay more than 30% of dinner price as tip but we had a horrible dining experience in Olive Garden. After all, we would never visit Olive Garden again because such a bad restaurant kept ripping people off. I have seen bad reviews on this restaurant from other people on other sites too.",1.0
Love it!!!! Thanks!!!!,5.0
"Olive Garden is good, not your authentic Italian food but it does the trick for a chain restaurant. Some prices are a little high but the fact you get salad and bread sticks with your dinner (for takeout too) makes it worth it. I recommend the chicken Marsala,  it's my favorite item on the menu....sooo good!!",4.0
fast delivery and card worked,5.0
Thank you!!,5.0
Purchased for a family member by request. I'm positive he'll enjoy using it.,5.0
love the item. fast delivery.,5.0
Great gift card for special individuals,4.0
Arrived quick easy to use,5.0
"Given as a gift, it was well received.",5.0
The perfect gift.,5.0
they are gift cards,5.0
Great gifts,5.0
FAMILY LOVES EATING OUT.,5.0
Great gift and great price.  Made someone very happy.,5.0
Does what a gift card should :),5.0
works great,5.0
"My brother wanted a gift card from once of his local restaurants.  I chose this Red Lobster card because I've eaten so well whenever I've gone there.
The nearest location of a Red Lobster restaurant from our house is over an hour away, so it was so nice to be able to shop for these gift cards at my favorite online store.",5.0
Another favorite item.,5.0
Birthday gift,5.0
loved it,5.0
Always a delight to have Amazon deliver a surprise gift card to a family member in the least time expected. THANK YOU SO MUCH,5.0
"Good buy, worked as needed.",5.0
I gave this to a co worker for him and his lady to celebrate Valentine's Day. They both thought it was a nice gesture for me to give them the gift card.,5.0
Great gift,5.0
Great product with fast delivery,5.0
Red lobster is a great restaurant! My wife was very happy.,5.0
worked fine,5.0
"Perfect, thank you!",5.0
Great gift card worked perfectly.,5.0
Great,5.0
"I like getting the lightning deals for gift cards on Amazon.  Getting a $50 card for $40 is always cool especially if I normally use it or shop there anyway.  I bought this to use when we go to the movies and getting $10 free more than compensates for the extra 2 dollar charge for each ticket.  I like getting my ticket before going to the theater since it avoids the line of getting a ticket and since so many theaters now have reserved seating, it is almost becoming mandatory.  If you are running late, having your ticket already is a life saver.  The eticket is nice because I often place gift cards in drawers or weird places and have to go find them.  I can access this ticket on my phone or a computer.  How convenient!",5.0
"The ""convenience fee"" is annoying if you're not buying tickets for a movie you actually expect to be sold out, like on a premier night or something. I'm glad I bought Beauty and the Beast tickets in advance, though, because it was sold out when I got to the theater. Fandango is just nice and easy to use.",4.0
arrived within 5 min,5.0
Like a charm..!,5.0
meh don't get it,1.0
"i'ts been 20minutes and did not get my email confirmation, I am very upset we have a movie we want to see. Should of bought it on fandango!
I would like my cards or money back immediately.

Received GiftCard almost 30min later. This sort of thing is unacceptable. Would not buy again if your friends and family want to see movie, just buy giftcard straight from movie sight.",1.0
Love it,5.0
what a teenager needed,5.0
gift for daughter,5.0
ok,5.0
good for teen,5.0
Worked great. Didn't have any issues. Just make sure your JC Penney takes it via phone,5.0
Great gift card worked perfectly.,5.0
"Good purchase, worked as needed.",5.0
arrived within 5 min,5.0
Worked perfectly.  Had no problems redeeming the gift cards at merchant.,5.0
Great,5.0
worked great,5.0
They do work .. it's awesome,5.0
was able to get nice towels,5.0
Good ideal,5.0
given as a gift,5.0
great gift,5.0
Love gift cards!!,5.0
This item worked as expected,5.0
A great gift idea for a crafter,5.0
Great gift card for those crafty people on your list.,5.0
Worked as advertised,5.0
Prefect gift when you don't know what to get.  The person who receives it can choose where to spend it at.,5.0
Great,5.0
It was easy to use,5.0
works!,5.0
what's to say gift,5.0
This was a great gift for a high school graduate who was joining the Navy ands can't take any personal possessions. He loved it!,5.0
Great item!,5.0
:) great gift,5.0
good,5.0
5 off perfect for a gift.,5.0
fine,5.0
Good deal,5.0
A quick gift for last minute occasions! Every girl loves shoes!#,5.0
Paid $20 for $25 dollars at Famous Footwear.  Great deal especially if you like shopping there and will spend money there anyway.  Buy a few and save.  It's a gift card so not much more to say.,5.0
Cool design and cool card for my young cousin.,5.0
Anther great buy.,5.0
fun design and always welcome content!,5.0
very good,5.0
love it,5.0
"Cute presentation of a gift card.  Never heard back from the recipient but it was nice.

Definitely recommend.",5.0
good price and fast shipping,5.0
Excellent way to give them exactly what they want because they pick it out.,5.0
I sent this gift card to my sister for her birthday and she loved it!  She always enjoys getting Amazon gift cards for birthdays or any special occasion since there are so many things you can buy with them.  Great gift idea for anyone!,5.0
Amazon gift cards are AMAZING!,5.0
Very cute the way it pops up. I like to give gift cards in person instead of via email and this makes it more fun to give.,5.0
love gift cards!,5.0
great for Christmas gift,5.0
goodgift,5.0
A great gift for stress free holidays!,5.0
This is a great gift for people who are just hard to please,5.0
Purchased as holiday gift for family.,5.0
Was a great addition to the 'Saran Wrap Ball' Christmas Party Game!,5.0
Worked out great.,5.0
Awesome!,5.0
Terrific gift card in a pretty gift box.,5.0
"Very  Cute....:)
Delivered  Fast
BIGGER,  BETTER,  THAN I  EXPECTED
YES,  WOULD*  RECOMMEND",5.0
Excellent gifts.,5.0
Excellent product and item as described; very fast ship.,5.0
"Amazon gift cards are nothing new, and they are very handy to give as gifts due to the diverse nature of products Amazon offers  certainly your recipient can find something he / she will like to order. This gift card comes in a sturdy cardboard package, which adds a better touch to me than the standard email or printed-off versions at home as it shows you went a little further. I also appreciate the fact Amazon delivers it for free with next day shipping.",5.0
Utilitarian.,5.0
excelent,5.0
very cute,5.0
a gift,5.0
I din not specifically love this item. It was purchased as a Christmas gift. The recipient loved it! I would recommend.,5.0
Cute!,4.0
"As seen, nice packaging.",5.0
ok,5.0
Great Deal,5.0
A+++,5.0
"A perfect gift in a beautiful, pull-up card, and it arrived the day after I ordered it, shipped free with Amazon Prime. I love all the options for different denominations in wonderful cards, ready for gift-giving.",5.0
Great for a gift,5.0
Can't go wrong with a gift card.,5.0
great buy,5.0
Great and easy gift.,5.0
A fun gift to give.,5.0
"great gift for christmas gift comes with nice packaging stores cards come naked with no style to it, they don't provide envelopes.",5.0
Such an easy way to give a gift!,5.0
Good,5.0
Nice gift packaging for any event,5.0
Beautifully done.  Will make great Christmas gifts.  I ordered early to ensure I had them.,5.0
Bought for a graduation gift. I am sure she will get good use out of. amazon has so much to offer.,5.0
Love it.,5.0
Best way to say Happy Valentines,5.0
Great! Thank you!,5.0
gift cards are always a good gift,5.0
Its a gift card....,5.0
What a better gift to give than Amazon gift card.,5.0
Two words to describe: convenient and easy,5.0
Good gift for anyone,5.0
Great gift cards. Family I got them for loved them.,5.0
Gift.  Recipient happy,5.0
"Arrived as planned, allows my family to pick their gift.",5.0
Nice to have!,5.0
Got this one on a lightning deal for $20.  Gives me an excuse to go to Hooters so I have to spend that gift card.  The card worked great and there were no issues.,5.0
all good,5.0
Great Item! Great Gift!,5.0
Love these bought them for an early gifting. And they were as said already loaded with the amount mentioned here. Just double check though sometimes mistakes can be made. Perfect gift idea :),5.0
They are gift cards. Had no issues adding to my Starbucks account.,5.0
Great idea for one or more stocking stuffer.,5.0
Everyone I gave these to loved them!,5.0
Perfect for my 2 neices for Christmas,5.0
Awesome,5.0
What is there not to love,5.0
arrived and worked as expected,4.0
Was a gift they love taco bell!!!,5.0
Worked great. Thank you!,5.0
This gift card is practical,4.0
Great product. An easy gift to give when you're out of ideas.,5.0
"Exactly as shown. No activation charge, just regular $25 gift card. I give a bunch for high school graduations to places around where theyll be going to college.",5.0
My friend says they work well.,3.0
good,5.0
Great,5.0
works!,5.0
"thanks, grandkids will love it",5.0
Very Nice card and it looks new. Just hope it works for my son.,5.0
Does what a gift card should :),5.0
Easy to use,5.0
Glad to have it.,5.0
"this is a gift for a  friend who, like myself, likes taco bell. she is just a kid, but can feel like a ""big shot"" treating her family to lunch sometime!",5.0
"Gotta love the Taco Bell gift card. It's simple to use, makes paying faster and it's from a restaurant I love.",5.0
I had not eaten at Taco Bell for years. I used this to try their tacos again.  I forgot how yummy they are (& addicting).  They are expensive tacos and $25 does not go very far when you are hungry.  Card worked great for online ordering ahead.,5.0
"Like any other gift card, got it and it works.",5.0
"Great job! Card was delivered on time and packaged just right.
I will order more of these cards in the future.",5.0
Getting this was an excellent idea. Thanks for having this available.,4.0
"Seems like it would work, but I got it for my nephew as a birthday gift",5.0
Love Taco Bell's Taco Salad.,5.0
Kids love them,5.0
great,5.0
Convenient,5.0
My son loves this place,5.0
loved it,5.0
"It's day 78 on the road since we left. Our full story @ earthen_religion on Instagram & YouTube.
I am not into panhandling or begging since we ( Two Border Collies) set out to move. But when the weather turned cold & food started to run short. The choice was fuel to keep moving or food. Then while at a library. I remembered I have an Amazon Store Card..... Lor got a jacket to stay warm in that matches Holigraph's jacket. Some Purina moist dog for them both. Jack links to share with them, along with Cheezit's. But to look far enough into Amazon & find the section of Gift cards..... OMG!
Got the Domino's Pizza E-Gift card. It came 27 1/2mins after purchase. Then had the Taco Bell & Burger King gift cards sent to my Address on the road. When online at both to check balances after they showed up 24hrs later.
This even after the payments I'll end up making is far better than freezing or being hungry.",5.0
Great product from a great seller,5.0
This worked just as it should. No complaints.,5.0
Always good,5.0
"This was part of a graduation gift to my son who was joining the Navy. Instead of the traditional gifts, I got him a bunch of gift cards since he can't any personal possessions with him. These cards allowed him to enjoy going out with his friends and girlfriend for that last month before leaving for boot camp.",5.0
"Perfect gift!
Took the family out to eat!",5.0
"Swipe it and go, its a simple as it gets. Nothing else really to be said.",5.0
"(( IT WORKS!!! ))  just got card and FUNDS I PAID FORE BETTER BE THERE ive read too many comments on amazon about gift cards with no funds on them
that's some messed up crap. We'll see...",5.0
Daughter and Son in Law needed the food they are looking forward to using it,5.0
Great purchase. The Gift card worked very good.,5.0
"Wish there was an email delivery option, but as there is not this is the next best thing.",4.0
Great gift,5.0
good,5.0
Worked!,5.0
WHAT CAN YOU SAY ABOUT A GIFT CARD.,5.0
Always a great present.,5.0
Great,5.0
gift,5.0
Great product with fast delivery,5.0
Cute box!,5.0
"Perfect gift to give someone so they can buy alittle treat for themselves thru amazon. Happy w hassle free, no guesswork on gift.",5.0
"We love these Amazon Gift card boxes. we send each of the Grandkids a $50 card, and their parents help them pick out their goodies on the Amazon site. Really a big hit with the kids!",4.0
"I love how when you purchase an Amazon gift card, you get a choice of boxes, tins, & cards. It's a nice bonus freebie & they offer some really cute designs. This is a cardboard box, about 4"" x 4"", bottom of the box is red with a clear window to see the gift card & to write to/ from. The top box is gold hearts & it has an attached big red bow. Super cute!  This design is cute for many different holidays- birthdays, Valentines Day, Christmas, Anniversary or even a ""Just because I love you"". The box comes free with a $50 Amazon Gift card purchase (at time of writing), & the gift card is black with the Amazon logo. I've attached a photo. Happy Shopping! :)",5.0
excelent,5.0
very happy,5.0
its a gift card!!!!,5.0
Cute,5.0
ok,4.0
A perfect gift in a beautiful box. It's ready to give!,5.0
The hearts are nice and the bow perfect.  Will be fun to give.,5.0
A great way to get what you want.,5.0
Fast shipping and super cute design!,5.0
Nice easter egg design of the gift card.,5.0
Perfectly delivered and my son was thrilled!,5.0
"My grandkids loved their ""Easter Eggs.""  Beautiful card which fills the bill for a card and a gift.  They get so much candy that I always give them gifts.  This is the first of many years I will be giving them Amazon gift cards.  I'm sure next year's gift card holder will be just as nice.",5.0
"I sent one of these to each of my granddaughters as an Easter present and they loved it!  They have a wish list on Amazon and were very excited to get the gift card to make some purchases.  They loved the cards!  Thanks, Amazon.",5.0
my granddaughter is just old enough (7) to enjoy shopping for herself.,5.0
Good Xmas gift,4.0
Sent as a gift to my sister.  She really likes the choices.,5.0
In our family they make good gifts.,5.0
Birthday Gift,5.0
nice,5.0
I WAS SO EMBARRASSED TO HAVE THE CARDS NOT WORK. BE CAREFUL. MAKE SURE YOU CHECK YOUR BALANCE FIRST BEFORE ORDERING OR YOU MAY BE SORRY. BE SURE AND BRING BACK UP CASH.,1.0
Great,5.0
This card was the nicest looking card of all. Good for gifting.,5.0
"Buy the needy a TURKEY DINNER for the holidays!
THESE are great for ""surprise"" gifts to the less-fortunate...
THIS TIME OF THE YEAR!
Merry Christmas!

From Surprise Santa",5.0
Love Dennys and their gift cards are great and hassle free to use and they shipped out quickly.,5.0
excellent anniversary gift. My husband loved it.,4.0
was a gift,5.0
Wonderful,5.0
Parents loved it,5.0
My Family Loved thses,5.0
love that they can e-mail them to u. so u can use them the same day,5.0
Really like and enjoy these egift cards! You don't have to print out most of them scan off your cell or if print out and misplace or lose. Still in your cell!,5.0
I have no issues with these.  I love the email one so that I can use asap!,5.0
Gift...delivered on time.  They loved it.,5.0
Great gift card worked perfectly.,5.0
Yummy,5.0
"After I gave the card to my wife for her birthday, we found the card far less convenient than a standard credit card.",3.0
worked as intended,5.0
Awsome,5.0
arrived within 5 min,5.0
"Like these gift cards when you're short on time for shopping, and want to get someone the day of their birthday.  I bought an Olive Garden card today for a family member.",5.0
great product from a great seller,5.0
Terrible food,3.0
Perfect!,5.0
food was ok,4.0
fast delivery of e-certificate..that we were able to use the very same day.  TY,5.0
olive garden email gift card. What's not to love? Can get it essentially same day since it's via email. No waiting for shipping.,5.0
Fast and convenient!,5.0
Gift,5.0
"Give as a gift, to homeless in need or just for yourself future use!!",5.0
"Card delivered as promised, with no issues redeeming.",5.0
great product from a great seller,5.0
Excellent,5.0
This takes the prize...I ordered this card as a e-card....the person received it in less than 10 minutes. We both were amazed.,5.0
Excellent,5.0
Great gift card worked perfectly.,5.0
"Card delivered as promised, with no issues redeeming.",5.0
Birthday present,5.0
It arrived within 5 minutes and worked exactly as it should. E-mail delivery gift cards take the waiting out of gift card purchases; I love them.,5.0
"Had a great time, good food",5.0
meh don't get it,1.0
"Quick and easy way to gift or get a gift card. Delivery is fast, and easy. Once you receive the card just click get now, and print it out. Then just give it to your waitress to pay for your meal. Makes Christmas gifts or any other occasion easy as pie. Absolutely love that this offer is available through email. Will definitely use again and again.",5.0
great gif for graduate..,5.0
Great gift for new graduate. .. love the box,5.0
I gave these as gifts and they loved them. The boxes added a nice touch!!,5.0
Gift cards are always the way to go for my grandmother who loves her kindle books,5.0
Very nice gift,5.0
"This is nice for a wedding gift. The envelope is silver print with a white bow, & the back has a clear view window to see the gift card. I plan on putting this in a wedding card as a gift for an upcoming wedding. The top flap opens up, & it has a pull card you pull out to reveal the gift card. At the time of purchase, Amazon is offering this adorable card holder free with a $15.00+ gift card. The gift card is black with the Amazon logo. The envelope is 4"" x 4.5"" x .5 cm.  It will add some weight if you are mailing inside another card, so be sure to check your postage. You can't go wrong with giving gift cards as a gift, & this adorable envelope dresses up your gift & would be great for a wedding or anniversary.

Updated 6/2018: I've purchased a few of these since I originally posted this review, & wanted to add some photos. :)",5.0
Fast shipping and perfect design as a graduation gift!,5.0
"I bought this for my nephews graduation, he said it works",5.0
"I gave my 3 niece's each a gift card, and they loved it.",5.0
Arrived on time.  Great idea for a gift.  Recommend,5.0
Perfect for giving a graduation gift card! The recipient loved the graduation hat it came in.,5.0
"Cute graduation gift.  Unlike some other gift card holders, came wrapped in plastic so it was in perfect condition for gift giving.",5.0
Perfect gift for the graduate,5.0
Cute. Gift Card works fine. The box is cute.,4.0
Loved the holder,5.0
The little purse shape was perfect for my needs,5.0
Very unique as a gift card,4.0
love gift cards,5.0
Punctuality and genuinity.,5.0
A birthday present my niece loved.,5.0
Awesome!,5.0
"Cute presentation of a gift card.  Made a nice birthday gift and was different than the normal card holder.

Definitely recommend.",5.0
says was delivered,5.0
easy gift,5.0
My teenaged granddaughter loved it.,5.0
These Amazon cards with the packaging are perfect for gifts. I get the tins at Christmas and other styles for birthday and other occasions.,5.0
cute package and the receiver loved it,5.0
Great gift,5.0
"My sister asked for a gift card from this site for her birthday, and I thought this polka-dot purse would be perfect for her, since collecting purses is one of her favorite pastimes.  It really is cute, and who knows, she may buy another purse with it.",5.0
Such a cute idea and my niece loved it. It has some glitter and works great for little girls who look at it like a little purse.,5.0
it's very cute,5.0
I Love outback they have so many great options and the bloomin onion is the best appetizer there is. Glad amazon offers them in edelivery form!,5.0
Excellent,5.0
Easy to use,5.0
Fast delivery of e-card - could use the same day..  very happy with purchase!,5.0
It arrived within 5 minutes and worked exactly as it should. E-mail delivery gift cards take the waiting out of gift card purchases; I love them.,5.0
great product and great seller,5.0
Love amazon lighting deal gift cards! These were small and super cute. Perfect for gifting!,5.0
QUICK AND WORKED GREAT!,4.0
Great product from a great seller!!!!,5.0
"I was weary about purchasing this product because of all of those 1-star reviews. I decided to take the plunge, though, because I had $65 on my Amazon Gift Card balance. My Prime membership had expired, I hoped that I could use my Amazon Gift card balance to renew it, but for whatever reason, it doesn't appear to be possible. I wanted to treat myself, though, so I went ahead and took a chance on this e-gift card for Ulta so I could pick up some skin care and makeup necessities. Very glad that I did, despite the reviews. That being said, there are a few things that I have learned from buying e-gift cards on Amazon, and I hope these tips can help. First, for in-person orders, do not bother having them scan the bar code, it never works - instead, just read the numbers off to them, simple. Second, if you copy and paste the 16 digit card number, you will need to manually remove the spaces or else it won't register (that's how it is with Dominos, anyway). Dumb, I know, but if it isn't working, try removing the spaces just in case. Third, when shopping at Ulta.com you CANNOT use more than one gift card. Why is that a problem? Because to use the ENTIRETY of my Amazon balance, I had to purchase two separate cards in the amounts of $30 and $35. I didn't want any remaining balance lingering as I have no idea when I'll have the extra funds to renew my Prime membership. This was an inconvenience because I had to split my Ulta purchases into two separate orders. Fourth, apparently the recipient needs to have an Amazon membership. If you are gifting a young person who isn't able to make an Amazon account you could always send the gift card to yourself and then send the card number and pin to the recipient. I have purchased E-Gift Cards off of Amazon for the following companies: P.F. Chang's, Domino's, Ulta, Panda Express, and Chipotle, and haven't had any issues with any of them. It just sounds like Amazon customer service isn't very good at helping people troubleshoot technical issues Order was successful, and if you are still reading, I really hope that this review has helped you make a decision regarding whether or not to purchase. If you have the time, it is usually worthwhile to go for the physical card, but these E-Gift cards are still quite convenient if you are in a pinch or have a long-distance recipient.",5.0
It arrived within 5 minutes and worked exactly as it should. E-mail delivery gift cards take the waiting out of gift card purchases; I love them.,5.0
Arrived quick easy to use,5.0
Fast shipping and great gift!,5.0
It was the perfect gift.,5.0
This was a gift,5.0
Worked perfectly,5.0
"My neice loves ulta, so a perfect gift!",5.0
This was a Christmas gift. The recipient is/was pleased. I would consider purchasing again and would recommend.,5.0
a well loved gift by most any lady,5.0
Purchased as holiday gift. Wonderful item.,5.0
"Good gift card, it came loaded and ready to spend!",5.0
Birthday gift,5.0
Will be a great birthday present.,5.0
Great,5.0
it's a fit card what else to say?,5.0
Great gift idea which would fit nicely in a cosmetic bag,5.0
"It is what it says it is, a gift card to Ulta Beauty. No problems using the card. Giving it 5 stars seems kind of silly, but I don't know that it would be fair to give it anything less.",5.0
good gift,5.0
"Came fast, exactly what I needed for my daughters christmas. Very happy.",5.0
Purchased for my granddaughter who absolutely loves makeup!  This was a winner.,5.0
This year I gave gift cards to many on my list especially the grandchildren. They loved getting the cards and began using them the day after Christmas. I put them in cute holders that they can keep and put on the tree next year.,5.0
Bought this as a gift,5.0
Great gift,5.0
what's to say gift,5.0
Gave as a gift and receiver loved it. No complaints here!,5.0
"Exactly as shown. No activation charge, just regular $25 gift card. I give a bunch for high school graduations to places around where theyll be going to college.",5.0
works!,5.0
It's a gift card!  What's to review.  It arrived quickly and worked when we tried to use it.,5.0
Great Deal,5.0
This is a gift.,5.0
This card was such a hit..I will order another one..,5.0
Love my gift cards and easy access to them on Amazon with fast shipping.,5.0
Gift,5.0
Gave as a gift,4.0
Who but Donald Trump could hate anything Amazon?,5.0
"not a lot to say about it, they spent it right away, served its purpose",3.0
This was a gift,4.0
Great design gift card for Christmas.,5.0
"The gift card and outside of the tin get 5 stars on this.  The inside of the tin, however, is the cause for a 3-star review.  I thought the black inner holder (if you will) would come with the tin, as pictured.  However, when I received it, the gift card is loose inside of the tin, and there's no way to secure it inside the tin.  This is probably a minor detail, but I'm very into the appearance of gifts, so I'm a bit disappointed.",3.0
Excellent product. Arrived on time and as described.,5.0
It was the perfect gift,5.0
great,5.0
Perfect gift,5.0
love gift cards!!,5.0
"Came on time, and exactly as described.",5.0
Perfect gift,5.0
Always the best gifts for my family members.,5.0
Thumbs up Amazon for providing boxes! Will start buying my gift cards right online now due to the cute boxes. Thanks!,5.0
everyone likes an Amazon gift card for a gift  Thanks,5.0
The box for the gift card is so very pretty.  I love the details given and they were appreciated by the recipient as well.,5.0
Does what a gift card should :),5.0
Kids love these!,5.0
"Came on time, and exactly as described.",5.0
"I love giving these for gifts,  they are a great hit at holiday get togethers.",5.0
"Great gift, cute box, fast shipping",5.0
"Came on time, and exactly as described.",5.0
Gift for a friend.  She can always find something at Amazon,5.0
Gift cards are great gift.  Came on time.  Thanks.,5.0
This was a gift.  Recipient happy,5.0
"very classy, always welcome contents :)",5.0
Amazon cards are always awesome to give or receive.  The tin is nice and makes it a nice touch when you give it to someone.  The free tin saves you a few bucks to make a better presentation.,5.0
Packaged perfectly and I didn't have to wrap it again.  Had that jingle for Christmas.,5.0
"Gift cards are always the perfect last minute gift, especially if you need to gift to someone you don't know too well",5.0
These are adorable and perfect gifts for my grandkids.,5.0
Does what a gift card should :),5.0
great gift,5.0
Another great Christmas gift.,5.0
My 11 grandchildren love to receive amazon gift cards to shop online!,5.0
great,5.0
"Was a cute addition to the The 'Saran Wrap Ball' Christmas Party Game!
Thanks!",5.0
This was a Christmas gift. The recipient was/is pleased. I would recommend and purchase again.,5.0
Loved it,5.0
This was a gift but I could see the decorations and they looked cute.,4.0
Nice gift. More selections are needed,5.0
Just what I needed for a gift.,5.0
"Bells jingle, love how the card is tucked inside",5.0
nephews and nieces really liked. Lots of e-mail thank you's.,5.0
